change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fkolla-ansible~master~Ie26b20bb4012d35bfbcd43440d32c9eac7a471d6,442466,https://review.opendev.org/442466,kolla-ansible,18:35.0,22:09.0,MERGED,Access placement service through internal interface rather than public,Access placement service through internal interface rather than public.1,1,3,1.1,0,1.2,0.1,8,70,4.059444444,['ansible/roles/nova/templates/nova.conf.j2'],FALSE,[]
openstack%2Fnova~stable%2Focata~I58e9a8df9f40f900eeabd9d40429663cbbedb8d6,441456,https://review.opendev.org/441456,nova,26:41.0,20:21.0,MERGED,Fix spice channel type,Fix spice channel type,1,6,3,0,2,0,14,22,92.89444444,"['nova/tests/unit/virt/libvirt/test_driver.py', 'nova/virt/libvirt/driver.py']",FALSE,[]
openstack%2Fopenstack-ansible~stable%2Focata~I943dfc07a36094e711a8d20c181ce04f8c170f0d,442503,https://review.opendev.org/442503,openstack-ansible,58:43.0,15:37.0,MERGED,Add rsyslog_client configuration for Calico,Add rsyslog_client configuration for Calico,1,3,7,0,1,0,8,43,3.281666667,['playbooks/os-neutron-install.yml'],FALSE,['playbooks/os-neutron-install.yml']
openstack%2Fopenstack-ansible~stable%2Fnewton~I943dfc07a36094e711a8d20c181ce04f8c170f0d,442504,https://review.opendev.org/442504,openstack-ansible,58:47.0,15:19.0,MERGED,Add rsyslog_client configuration for Calico,Add rsyslog_client configuration for Calico,1,3,7,0,1,0,7,43,3.275555556,['playbooks/os-neutron-install.yml'],FALSE,['playbooks/os-neutron-install.yml']
openstack%2Fheat~stable%2Focata~Ieda609a16d9721f1eb3462212eeb0c46c1474049,437906,https://review.opendev.org/437906,heat,56:36.0,13:36.0,MERGED,Try to fix local.conf creation in tests,Try to fix local.conf creation in tests,1,4,5,5,1,0,17,39,267.2833333,['heat_integrationtests/pre_test_hook.sh'],FALSE,[]
openstack%2Fpuppet-openstack-integration~master~I897401aa5a4ccf39b45363d1dd16cc3143af019e,441225,https://review.opendev.org/441225,puppet-openstack-integration,53:40.0,58:36.0,MERGED,sahara: deploy with keystone v3,sahara: deploy with keystone v3,3,3,8,6,1,0,13,31,96.08222222,['manifests/sahara.pp'],TRUE,[]
openstack%2Fpython-zaqarclient~master~I0a568649e860da58586b9a74917bdc8b6c809bfc,442573,https://review.opendev.org/442573,python-zaqarclient,56:36.0,57:05.0,MERGED,"Revert ""Fix The header X-PROJECT-ID  missing bug""","Revert ""Fix The header X-PROJECT-ID  missing bug""",1,4,10,10,8,0,5,49,1.008055556,"['examples/keystone_auth.py', 'examples/signed_url_auth.py', 'tests/unit/transport/test_request.py', 'tests/unit/transport/test_ws.py', 'zaqarclient/tests/base.py', 'zaqarclient/tests/queues/queues.py', 'zaqarclient/transport/request.py', 'zaqarclient/transport/ws.py']",FALSE,[]
openstack%2Ftripleo-quickstart-extras~master~I4681611d69e46321c51953a3137013e5b19fa1fc,440747,https://review.opendev.org/440747,tripleo-quickstart-extras,15:28.0,54:57.0,MERGED,Remove extra-args from scenario jobs,Remove extra-args from scenario jobs,3,4,0,20,5,0,13,36,118.6580556,"['config/general_config/scenario001-multinode.yml', 'config/general_config/scenario002-multinode.yml', 'config/general_config/scenario003-multinode.yml', 'config/general_config/scenario004-multinode.yml', 'config/general_config/scenario005-multinode.yml']",FALSE,[]
openstack%2Fmurano-dashboard~master~I012cdc491610b00d34e77ce1af287b0e91d1ca3c,441573,https://review.opendev.org/441573,murano-dashboard,51:06.0,51:47.0,MERGED,Unskip test_sharing_app_without_permission,Unskip test_sharing_app_without_permission,3,5,13,13,1,3,22,42,83.01138889,['muranodashboard/tests/functional/sanity_check.py'],FALSE,[]
openstack%2Fnova-powervm~master~I1a623a049a6d1cc23fb92cd43079521ad72931c4,437992,https://review.opendev.org/437992,nova-powervm,44:16.0,42:53.0,MERGED,In-tree backports: SSP UT,In-tree backports: SSP UT,5,6,186,232,2,0,15,25,263.9769444,"['nova_powervm/tests/virt/powervm/disk/test_ssp.py', 'nova_powervm/virt/powervm/disk/ssp.py']",FALSE,[]
openstack%2Fcharms.ceph~master~I3a1cf05207c070a8699e7ba749a0587b619d4679,430062,https://review.opendev.org/430062,charms.ceph,02:09.0,42:47.0,MERGED,Roll osd ownership changes through node,Roll osd ownership changes through node,4,6,366,50,1,18,26,39,683.6772222,['ceph/__init__.py'],FALSE,[]
openstack%2Fpuppet-sahara~master~I6502b314841007a1bec2a64574260b41b4281220,441223,https://review.opendev.org/441223,puppet-sahara,52:32.0,41:00.0,MERGED,Add support for keystone authtoken parameters,Add support for keystone authtoken parameters,4,5,488,72,7,0,22,45,95.80777778,"['examples/basic.pp', 'manifests/init.pp', 'manifests/keystone/authtoken.pp', 'releasenotes/notes/authtoken-c3466f4f6028a182.yaml', 'spec/acceptance/basic_sahara_spec.rb', 'spec/classes/sahara_init_spec.rb', 'spec/classes/sahara_keystone_authtoken_spec.rb']",TRUE,[]
openstack%2Ftripleo-heat-templates~master~Id16b264c295b9e3adbf960366ff8328ba8dcd485,442049,https://review.opendev.org/442049,tripleo-heat-templates,10:57.0,40:53.0,MERGED,Enable keystone cadf notifications,Enable keystone cadf notifications,1,4,7,0,2,0,9,34,23.49888889,"['capabilities-map.yaml', 'environments/cadf.yaml']",FALSE,[]
