change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fdevstack-gate~master~I10db437a88a392e7e496d0cbbca218ff3a67a503,274886,https://review.opendev.org/274886,devstack-gate,00:31.0,33:50.0,MERGED,Use first index-url in pip.conf to derive pypi_host,Use first index-url in pip.conf to derive pypi_host.1,1,4,1.1,1.2,1.3,0,7,51,120.5552778,['functions.sh'],FALSE,[]
openstack%2Fpython-openstackclient~stable%2Fkilo~I256ee5989af79a09a25d79f3989d0722d948e97c,277051,https://review.opendev.org/277051,python-openstackclient,30:31.0,13:19.0,MERGED,Updated from global requirements,Updated from global requirements,1,2,1,1,1,0,6,32,12.71333333,['test-requirements.txt'],FALSE,[]
openstack%2Fhorizon~master~I07551471213e79b6f7d6e1c95ccc7a605c2a9418,271887,https://review.opendev.org/271887,horizon,12:54.0,03:07.0,MERGED,Branding: Context selector delim should be icon,Context selection delimiter should use font,3,8,23,5,6,0,16,43,304.8369444,"['openstack_dashboard/static/dashboard/scss/components/_context_selection.scss', 'openstack_dashboard/templates/context_selection/_overview.html', 'openstack_dashboard/themes/default/horizon/_variables.scss', 'openstack_dashboard/themes/default/horizon/components/_context_selection.scss', 'openstack_dashboard/themes/material/static/horizon/_styles.scss', 'openstack_dashboard/themes/material/static/horizon/components/_context_selection.scss']",FALSE,[]
openstack%2Frequirements~master~If60e6cb79a482510cd99944e0bbdcd149d51df61,276801,https://review.opendev.org/276801,requirements,55:39.0,02:59.0,MERGED,remove octavia from requirements sync list,remove octavia from requirements sync list,1,3,0,1,1,0,8,42,29.12222222,['projects.txt'],FALSE,[]
openstack%2Fglance~stable%2Fkilo~Ieb03aaba887492819f9c58aa67f7acfcea81720e,275735,https://review.opendev.org/275735,glance,00:26.0,02:47.0,MERGED,Prevent user to remove last location of the image,Prevent user to remove last location of the image,4,7,44,121,4,0,24,49,78.03916667,"['glance/api/v2/images.py', 'glance/tests/functional/v2/test_images.py', 'glance/tests/unit/v2/test_images_resource.py', 'releasenotes/notes/Prevent-removing-last-image-location-d5ee3e00efe14f34.yaml']",FALSE,[]
openstack%2Fglance~master~Ia7a81c37e626eddb50c59a5ed854abff52bc89fe,269011,https://review.opendev.org/269011,glance,04:52.0,10:32.0,MERGED,Make cache config options clearer,Make cache config options clearer,1,4,6,5,1,1,10,33,463.0944444,['glance/image_cache/__init__.py'],FALSE,[]
openstack%2Fglance~stable%2Fkilo~I6a445b24734f4f2e4fc3ff6f65faa6c95625ff9d,277017,https://review.opendev.org/277017,glance,25:53.0,24:38.0,MERGED,Updated from global requirements,Updated from global requirements,1,2,1,1,1,0,6,32,9.979166667,['test-requirements.txt'],FALSE,[]
openstack%2Fglance~master~Icf54b9e487dd2f26656aa8dafbff48e31ac86770,276056,https://review.opendev.org/276056,glance,19:11.0,24:03.0,MERGED,Imported Translations from Zanata,Imported Translations from Zanata,3,3,2245,683,9,27,12,33,60.08111111,"['glance/locale/de/LC_MESSAGES/glance.po', 'glance/locale/es/LC_MESSAGES/glance.po', 'glance/locale/fr/LC_MESSAGES/glance.po', 'glance/locale/it/LC_MESSAGES/glance.po', 'glance/locale/ko_KR/LC_MESSAGES/glance.po', 'glance/locale/pt_BR/LC_MESSAGES/glance.po', 'glance/locale/ru/LC_MESSAGES/glance.po', 'glance/locale/zh_CN/LC_MESSAGES/glance.po', 'glance/locale/zh_TW/LC_MESSAGES/glance.po']",FALSE,[]
openstack%2Fpython-openstackclient~master~Id85a25c793aa403025c7e32038ea7072139700db,276938,https://review.opendev.org/276938,python-openstackclient,26:06.0,01:36.0,MERGED,Fix formatting in release 2.0.0 notes,Fix formatting in release 2.0.0 notes,1,3,12,10,5,0,8,37,19.59166667,"['releasenotes/notes/bug-1519181-932c1ff07ef16666.yaml', 'releasenotes/notes/bug-1520115-0367e1c8917dc912.yaml', 'releasenotes/notes/bug-1520541-44d45e4693089c03.yaml', 'releasenotes/notes/no-project-usage-list-e88eb49aa2e96cf7.yaml', 'releasenotes/notes/server-changes-3962541b6ebdbbd8.yaml']",FALSE,[]
openstack%2Fkeystonemiddleware~master~I0beb809bc5ace609561f10dc52800a8a6e03f7e6,274396,https://review.opendev.org/274396,keystonemiddleware,15:18.0,46:30.0,MERGED,Remove clobbering of passed oslo_config_config,WIP: Remove clobbering of oslo_config_config,12,16,82,21,2,61,44,44,158.52,"['keystonemiddleware/auth_token/__init__.py', 'keystonemiddleware/tests/unit/auth_token/test_auth_token_middleware.py']",FALSE,[]
