change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Frequirements~master~I2c7b0ff1f2106033ee0997e355600212b3c7f346,659445,https://review.opendev.org/659445,requirements,19:28.0,33:49.0,MERGED,Updated from generate-constraints,Updated from generate-constraints.1,3,2,8,8.1,1,0,11,33,17.23916667,['upper-constraints.txt'],FALSE,[]
openstack%2Fpython-openstackclient~stable%2Fstein~I0076645d9e1a2429efce39f51ceea679fa6c13cb,659640,https://review.opendev.org/659640,python-openstackclient,07:16.0,30:12.0,MERGED,Stable branch combination fix,Stable branch combination fix,1,2,3,2,2,0,7,29,4.382222222,"['doc/requirements.txt', 'test-requirements.txt']",FALSE,[]
openstack%2Ftempest~master~I9f5a967514f3c79f861d286f65402e9ec2832cc4,657144,https://review.opendev.org/657144,tempest,34:12.0,08:18.0,MERGED,"Revert ""Refactor random naming""","Revert ""Refactor random naming""",3,12,4,2,1,3,42,31,293.5683333,['tempest/scenario/manager.py'],FALSE,[]
openstack%2Fnova~master~I3297adbbf36e537a548b5b46f7f4e27eb103f0f8,641309,https://review.opendev.org/641309,nova,33:37.0,08:13.0,MERGED,Test macvtap port with resource request,Test macvtap port with resource request,3,14,70,1,1,13,34,39,1716.576667,['nova/tests/functional/test_servers.py'],FALSE,[]
openstack%2Freleases~master~I7efab90fc9ebb7e4bc3f0e59f07c51a972414062,652914,https://review.opendev.org/652914,releases,01:53.0,59:40.0,MERGED,[Puppet OpenStack] final releases for pike,[Puppet OpenStack] final releases for pike,4,5,136,0,34,2,18,42,736.9630556,"['deliverables/pike/puppet-aodh.yaml', 'deliverables/pike/puppet-barbican.yaml', 'deliverables/pike/puppet-ceilometer.yaml', 'deliverables/pike/puppet-cinder.yaml', 'deliverables/pike/puppet-congress.yaml', 'deliverables/pike/puppet-designate.yaml', 'deliverables/pike/puppet-ec2api.yaml', 'deliverables/pike/puppet-glance.yaml', 'deliverables/pike/puppet-gnocchi.yaml', 'deliverables/pike/puppet-heat.yaml', 'deliverables/pike/puppet-horizon.yaml', 'deliverables/pike/puppet-ironic.yaml', 'deliverables/pike/puppet-keystone.yaml', 'deliverables/pike/puppet-magnum.yaml', 'deliverables/pike/puppet-manila.yaml', 'deliverables/pike/puppet-mistral.yaml', 'deliverables/pike/puppet-murano.yaml', 'deliverables/pike/puppet-neutron.yaml', 'deliverables/pike/puppet-nova.yaml', 'deliverables/pike/puppet-octavia.yaml', 'deliverables/pike/puppet-openstack_extras.yaml', 'deliverables/pike/puppet-openstacklib.yaml', 'deliverables/pike/puppet-oslo.yaml', 'deliverables/pike/puppet-ovn.yaml', 'deliverables/pike/puppet-panko.yaml', 'deliverables/pike/puppet-sahara.yaml', 'deliverables/pike/puppet-swift.yaml', 'deliverables/pike/puppet-tacker.yaml', 'deliverables/pike/puppet-tempest.yaml', 'deliverables/pike/puppet-trove.yaml', 'deliverables/pike/puppet-vitrage.yaml', 'deliverables/pike/puppet-vswitch.yaml', 'deliverables/pike/puppet-watcher.yaml', 'deliverables/pike/puppet-zaqar.yaml']",FALSE,[]
openstack%2Fpatrole~master~Ie43108de22ea749990750f7f20d4d66475d33547,658775,https://review.opendev.org/658775,patrole,37:13.0,50:48.0,MERGED,Fix some inaccurate URL links,Fix some inaccurate URL links,1,4,2,2,2,0,15,29,85.22638889,"['doc/source/configuration.rst', 'doc/source/rbac-overview.rst']",FALSE,[]
openstack%2Fpatrole~master~I180d1133b4b77ee7aeff596899f9d7ad9b6d14fe,648255,https://review.opendev.org/648255,patrole,12:50.0,50:47.0,MERGED,Add Patrole gate job for stable/stein,Add Patrole gate job for stable/stein,2,4,7,0,1,0,33,37,1200.6325,['.zuul.yaml'],FALSE,[]
openstack%2Fneutron-lib~master~I92e07412e06d5e0bcd4a3ef63643d140243f8205,657927,https://review.opendev.org/657927,neutron-lib,26:40.0,49:31.0,MERGED,Update Python 3 test runtimes for Train,Update Python 3 test runtimes for Train,3,6,3,3,3,2,16,39,184.3808333,"['.zuul.yaml', 'setup.cfg', 'tox.ini']",FALSE,[]
openstack%2Fdebtcollector~master~I43bda145f4c48c06faf1848c5a51af7078b97e6e,659561,https://review.opendev.org/659561,debtcollector,23:35.0,27:09.0,MERGED,Update Sphinx requirement,Update Sphinx requirement,2,2,2,1,1,2,13,25,9.059444444,['test-requirements.txt'],FALSE,[]
openstack%2Fnova~master~Idaed39629095f86d24a54334c699a26c218c6593,617941,https://review.opendev.org/617941,nova,08:39.0,26:40.0,MERGED,Use external placement in functional tests,WIP: Use external placement in functional tests,31,24,562,18013,10,32,450,47,4401.300278,"['.zuul.yaml', 'nova/cmd/manage.py', 'nova/cmd/status.py', 'nova/test.py', 'nova/tests/fixtures.py', 'nova/tests/functional/api_sample_tests/api_sample_base.py', 'nova/tests/functional/integrated_helpers.py', 'nova/tests/functional/test_report_client.py', 'nova/tests/unit/test_fixtures.py', 'test-requirements.txt']",FALSE,[]
