change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fdesignate~master~I9b5386b25eda2dbaf4eec59c349bd9f7bdd820ab,326180,https://review.opendev.org/326180,designate,55:17.0,00:59.0,MERGED,DOC: Minor grammar and typo fixes,DOC: Minor grammar and typo fixes.1,1,4,6,6.1,1.1,0,8,33,13.095,['doc/source/howtos/manage-ptr-records.rst'],FALSE,[]
openstack%2Fvitrage-specs~master~Iadc271b246d4eb3f2a79ef597ec3211dc10028ac,326433,https://review.opendev.org/326433,vitrage-specs,38:26.0,55:11.0,MERGED,Template Validate API,Template Validate API,1,3,1,1,1,0,7,21,0.279166667,['specs/newton/template-validate-api.rst'],FALSE,[]
openstack%2Fdesignate~master~Ic74ac379f4a03bceba0e1dd42ffbf91b372f2eef,319089,https://review.opendev.org/319089,designate,19:45.0,54:07.0,MERGED,Add Blacklist to api-ref docs,Add Blacklist to api-ref docs,10,4,354,0,8,0,29,29,437.5727778,"['api-ref/source/dns-api-v2-blacklist.inc', 'api-ref/source/index.rst', 'api-ref/source/parameters.yaml', 'api-ref/source/samples/blacklists/blacklist-response.json', 'api-ref/source/samples/blacklists/create-blacklist-request.json', 'api-ref/source/samples/blacklists/list-blacklists-response.json', 'api-ref/source/samples/blacklists/update_blacklist-request.json', 'api-ref/source/samples/blacklists/update_blacklist-response.json']",FALSE,[]
openstack%2Fsahara-dashboard~master~I495d998a1df7c14fab617359bc66c2cd0174013b,325148,https://review.opendev.org/325148,sahara-dashboard,19:15.0,49:59.0,MERGED,Fix gate-sahara-dashboard-python34 job,Fix gate-sahara-dashboard-python34 job,2,3,53,11,6,0,10,38,99.51222222,"['sahara_dashboard/content/data_processing/clusters/cluster_templates/tests.py', 'sahara_dashboard/content/data_processing/clusters/cluster_templates/workflows/copy.py', 'sahara_dashboard/content/data_processing/clusters/cluster_templates/workflows/create.py', 'sahara_dashboard/content/data_processing/clusters/cluster_templates/workflows/edit.py', 'sahara_dashboard/content/data_processing/clusters/clusters/workflows/scale.py', 'sahara_dashboard/utils.py']",FALSE,[]
openstack%2Frenderspec~master~I37c846af3f381dfb19e1a4b9992b605959659cf0,325525,https://review.opendev.org/325525,renderspec,15:16.0,49:55.0,MERGED,Updated from global requirements,Updated from global requirements,1,3,19,13,4,0,8,32,80.5775,"['requirements.txt', 'setup.cfg', 'setup.py', 'test-requirements.txt']",FALSE,[]
openstack%2Fpuppet-sahara~master~I405c21de5b20f1f2adba13474c8ba4067c69e0dd,325404,https://review.opendev.org/325404,puppet-sahara,34:34.0,49:48.0,MERGED,Test multiple operating systems for policy,Test multiple operating systems for policy,2,4,9,12,1,0,14,42,92.25388889,['spec/classes/sahara_policy_spec.rb'],FALSE,[]
openstack%2Fpuppet-heat~master~Iaf8b50e442108ddd7e040051ada1477f3355b38e,325388,https://review.opendev.org/325388,puppet-heat,09:34.0,49:43.0,MERGED,Test multiple operating systems for policy,Test multiple operating systems for policy,2,4,9,16,1,0,17,42,92.66916667,['spec/classes/heat_policy_spec.rb'],FALSE,[]
openstack%2Fpuppet-neutron~master~I6c486fccc5160d3418b5b5c8631158d7f2d7f350,325401,https://review.opendev.org/325401,puppet-neutron,28:26.0,49:38.0,MERGED,Test multiple operating systems for policy,Test multiple operating systems for policy,2,4,9,17,1,0,21,42,92.35333333,['spec/classes/neutron_policy_spec.rb'],FALSE,[]
openstack%2Fpuppet-nova~master~Ie2f1899a783483dbdd2f33802e0e82eb66e4d825,325402,https://review.opendev.org/325402,puppet-nova,30:31.0,28:41.0,MERGED,Test multiple operating systems for policy,Test multiple operating systems for policy,2,4,9,12,1,0,17,42,91.96944444,['spec/classes/nova_policy_spec.rb'],FALSE,[]
openstack%2Frally~master~I5a08c2196e070d326d3b32eb959be413452deabf,325866,https://review.opendev.org/325866,rally,35:57.0,25:39.0,MERGED,[Tests] Fix: isolate some tests from values of env variables,[Tests] Fix: isolate some tests from values of env variables,1,4,8,4,1,0,8,60,23.82833333,['tests/unit/cli/test_envutils.py'],FALSE,[]
openstack%2Fnova~master~I292e50d9e5626893dd28ab48a721e53cbf90362e,322966,https://review.opendev.org/322966,nova,13:19.0,23:03.0,MERGED,Remove normal API operation logs from API layer,Remove normal API operation logs from API layer,2,12,0,7,1,0,31,47,185.1622222,['nova/api/openstack/compute/assisted_volume_snapshots.py'],FALSE,[]
openstack%2Fpuppet-nova~master~Ie2f1899a783483dbdd2f33802e0e82eb66e4d825,325402,https://review.opendev.org/325402,puppet-nova,30:31.0,28:41.0,MERGED,Test multiple operating systems for policy,Test multiple operating systems for policy,2,4,9,12,1,0,17,42,91.96944444,['spec/classes/nova_policy_spec.rb'],FALSE,[]
openstack%2Frally~master~I5a08c2196e070d326d3b32eb959be413452deabf,325866,https://review.opendev.org/325866,rally,35:57.0,25:39.0,MERGED,[Tests] Fix: isolate some tests from values of env variables,[Tests] Fix: isolate some tests from values of env variables,1,4,8,4,1,0,8,60,23.82833333,['tests/unit/cli/test_envutils.py'],FALSE,[]
openstack%2Fnova~master~I292e50d9e5626893dd28ab48a721e53cbf90362e,322966,https://review.opendev.org/322966,nova,13:19.0,23:03.0,MERGED,Remove normal API operation logs from API layer,Remove normal API operation logs from API layer,2,12,0,7,1,0,31,47,185.1622222,['nova/api/openstack/compute/assisted_volume_snapshots.py'],FALSE,[]
openstack%2Fnova~master~Id54b3cc217031307fb653b36db8a19cf36f2ed58,322964,https://review.opendev.org/322964,nova,01:57.0,21:10.0,MERGED,Remove unused LOG from v2.1 API code,Remove unused LOG from v2.1 API code,1,9,0,3,1,0,20,36,185.3202778,['nova/api/openstack/compute/__init__.py'],FALSE,[]
openstack%2Fnova~master~I94c902b0ecaed63f89836b2c63304361293a7a0b,323812,https://review.opendev.org/323812,nova,44:42.0,20:17.0,MERGED,Remove mox from nova/tests/unit/virt/libvirt/test_vif.py,Remove mox from nova/tests/unit/virt/libvirt/,3,6,1,1,2,0,16,45,144.5930556,"['nova/tests/unit/virt/libvirt/test_vif.py', 'nova/tests/unit/virt/test_virt.py']",FALSE,[]
openstack%2Fpuppet-ceilometer~master~I149224f4035888e6bd2aca16c36af7ab9055a3a1,326206,https://review.opendev.org/326206,puppet-ceilometer,10:43.0,18:28.0,MERGED,Add purge_config option,Add purge_config option,2,5,17,0,2,0,16,23,10.12916667,"['manifests/init.pp', 'spec/classes/ceilometer_init_spec.rb']",TRUE,[]
openstack%2Fvitrage-specs~master~I2d7b49b2014545f0b79803837caa1185717ff941,326286,https://review.opendev.org/326286,vitrage-specs,22:04.0,05:17.0,MERGED,Template Validate API,Template Validate API,6,5,201,0,1,15,22,21,3.720277778,['specs/newton/template-validate-api.rst'],FALSE,[]
openstack%2Fkolla~master~I3ee10efc093ed394c3af483a229dcd9dc732ec9a,325709,https://review.opendev.org/325709,kolla,38:12.0,04:45.0,MERGED,Remove the deprecated kolla-build section,Remove the deprecated kolla-build section,2,4,2,3,2,0,11,41,32.4425,"['kolla/cmd/build.py', 'kolla/common/config.py']",FALSE,[]
openstack%2Fnetworking-ovn~master~Iffa596baa5c7520c1ca5ecddaab790c52e761460,318095,https://review.opendev.org/318095,networking-ovn,43:59.0,58:11.0,MERGED,Convert core plugin to ML2 mechanism driver,WIP: Convert core plugin to ML2 mechanism driver,20,6,160,2445,13,9,85,48,478.2366667,"['devstack/override-defaults', 'devstack/plugin.sh', 'doc/source/design/data_model.rst', 'doc/source/design/ovn_worker.rst', 'doc/source/dpdk.rst', 'doc/source/faq.rst', 'doc/source/features.rst', 'doc/source/refarch.rst', 'doc/source/testing.rst', 'doc/source/troubleshooting.rst', 'networking_ovn/common/extensions.py', 'releasenotes/notes/networking-ovn-0df373f5a7b22d19.yaml', 'vagrant/README.rst']",FALSE,[]
openstack%2Fpuppet-murano~master~I801b3f247dd6649c2e7794f29b7c35f45d0c724c,325400,https://review.opendev.org/325400,puppet-murano,26:15.0,50:00.0,MERGED,Test multiple operating systems for policy,Test multiple operating systems for policy,2,6,9,12,1,0,18,42,91.39583333,['spec/classes/murano_policy_spec.rb'],FALSE,[]
openstack%2Fironic~master~I57866c00f4b75cd7de8d4080716a26dea9f63759,325991,https://review.opendev.org/325991,ironic,31:09.0,49:37.0,MERGED,Keep original error message when cleaning tear down fails,Keep original error message when cleaning tear down fails,1,3,6,4,2,2,10,57,20.30777778,"['ironic/conductor/manager.py', 'ironic/tests/unit/conductor/test_manager.py']",FALSE,[]
openstack%2Fdesignate~stable%2Fliberty~I262a26c428d086bef3abae04a7ee93cb00ff34b3,326352,https://review.opendev.org/326352,designate,08:55.0,48:57.0,MERGED,Updated from global requirements,Updated from global requirements,1,2,1,1,1,0,6,32,1.667222222,['requirements.txt'],FALSE,[]
openstack%2Fdesignate~stable%2Fmitaka~I91da007d1ddd498ef2e58745c979553c0c454cf6,325883,https://review.opendev.org/325883,designate,51:30.0,48:45.0,MERGED,Updated from global requirements,Updated from global requirements,1,2,1,1,1,0,6,32,22.95416667,['requirements.txt'],FALSE,[]
openstack%2Fswift~master~I28ca1a44507e0f1265afd36e6ac1e7c6c176428f,323438,https://review.opendev.org/323438,swift,13:56.0,48:09.0,MERGED,swift-ring-builder --yes option,swift-ring-builder --yes option,1,4,38,16,4,0,8,31,164.5702778,"['doc/manpages/swift-ring-builder.1', 'swift/cli/ringbuilder.py', 'swift/common/ring/utils.py', 'test/unit/cli/test_ringbuilder.py']",FALSE,[]
openstack%2Fnova~master~Ia1cfde9f96fa54de0b352a7e6e903898b1eb7476,323244,https://review.opendev.org/323244,nova,22:21.0,47:22.0,MERGED,"Specify the default cdrom type ""scsi"" for AARCH64.","Specify the default cdrom type ""scsi"" for AARCH64.",2,16,4,2,1,0,31,50,170.4169444,['nova/virt/libvirt/blockinfo.py'],FALSE,[]
openstack%2Fhorizon~master~Ic0574be640717d5f8c343b3353f37b9bbdab1d9d,326040,https://review.opendev.org/326040,horizon,52:56.0,40:31.0,MERGED,updating keystone policy file,updating keystone policy file,1,5,62,10,1,0,9,29,18.79305556,['openstack_dashboard/conf/keystone_policy.json'],FALSE,[]
openstack%2Fironic~master~I83f9f90809bbf2e6d73c7282bbb9b2be084b6a66,317082,https://review.opendev.org/317082,ironic,39:41.0,37:44.0,MERGED,Update resources subnet CIDR,Update resources subnet CIDR,16,20,48,1,1,35,88,28,518.9675,['devstack/upgrade/resources.sh'],FALSE,[]
openstack%2Ftripleo-quickstart~master~Icfd139c78d55f85329d9e6ffe1c2032acfe9ab7b,319239,https://review.opendev.org/319239,tripleo-quickstart,10:31.0,29:29.0,MERGED,update the readme,update the readme to include a full end to end deployment --tags all,4,6,23,1,1,0,20,68,430.3161111,['README.md'],FALSE,[]
openstack%2Faodh~stable%2Fmitaka~I318d4b93beac9d1816fe4b5f9eb9de98e4debc04,325691,https://review.opendev.org/325691,aodh,45:07.0,28:01.0,MERGED,Catch DriverLoadFailure for get_transport optional,Catch DriverLoadFailure for get_transport optional,2,2,3,2,1,0,9,50,33.715,['aodh/messaging.py'],FALSE,[]
