change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fopenstack-ansible~master~I17971a35b69ebe4aa4dcdbc60210a5bbbc6764a3,287571,https://review.opendev.org/287571,openstack-ansible,11:47.0,57:16.0,MERGED,Test basic structure of dynamic inventory output,Test basic structure of dynamic inventory output.1,8,7,200,0,1,4,49,48,281.7580556,['tests/test_inventory.py'],FALSE,[]
openstack%2Fnetworking-ovn~master~I75e7088e4b90081d3184832dc3ce85bfecbd0294,288633,https://review.opendev.org/288633,networking-ovn,38:35.0,56:41.0,MERGED,Drop unnecessary comment.,Run subnet_allocation tempest tests.,2,4,0,4,1,0,11,36,242.3016667,['devstack/devstackgaterc'],FALSE,[]
openstack%2Fcinder~master~I39bbdb0ca5da5dd5867923491ca8e843289a476a,291679,https://review.opendev.org/291679,cinder,57:43.0,54:42.0,MERGED,Enable api.view.test_versions unit tests,Enable api.view.test_versions unit tests,1,17,1,1,2,0,31,40,80.94972222,"['cinder/tests/unit/api/views/__init__.py', 'cinder/tests/unit/api/views/test_versions.py']",FALSE,[]
openstack%2Fcharm-ceph-mon~master~I7254261b6206f0ec34a8aa1e94e7b06ae308d8f8,286779,https://review.opendev.org/286779,charm-ceph-mon,03:45.0,52:41.0,MERGED,Rolling upgrades for Ceph Monitor Cluster,Add functionality to roll the ceph monitor cluster using the ceph monitor cluster itself as a locking mechanism.,5,5,538,32,5,8,35,112,313.8155556,"['.gitignore', 'hooks/ceph.py', 'hooks/ceph_hooks.py', 'hooks/charmhelpers/contrib/network/ip.py', 'hooks/charmhelpers/contrib/storage/linux/ceph.py']",FALSE,[]
openstack%2Fcharm-ceph-mon~master~I5a37e79d0d23d35295a8ae97177c940af66b0485,288969,https://review.opendev.org/288969,charm-ceph-mon,14:43.0,52:35.0,MERGED,Add support for cache tier management,Add actions to create and remove a cache tier from a ceph cluster,4,6,205,8,4,8,23,65,209.6311111,"['.gitignore', 'actions.yaml', 'actions/create-cache-tier', 'actions/remove-cache-tier']",FALSE,[]
openstack%2Fmanila~master~Iaf40bed57590ca27bd1228da28621f68d0ef2d38,289507,https://review.opendev.org/289507,manila,29:47.0,49:32.0,MERGED,HNAS: Enable no_root_squash option when allowing access to a share,HNAS: Add no_root_squash option when allowing access to a share,3,17,10,3,2,7,49,63,170.3291667,"['manila/share/drivers/hitachi/hds_hnas.py', 'manila/tests/share/drivers/hitachi/test_hds_hnas.py']",FALSE,[]
openstack%2Fopenstack-ansible-galera_server~master~I5f104867c6c7dd41d288477a1c330ff3243644fd,291865,https://review.opendev.org/291865,openstack-ansible-galera_server,08:30.0,46:24.0,MERGED,Allow cert validation to be toggled by deployers,Allow cert validation to be toggled by deployers,1,3,5,0,2,0,8,48,73.63166667,"['defaults/main.yml', 'tasks/galera_pre_install.yml']",FALSE,[]
openstack%2Fironic~master~I8a7bf5e51eb545944cdb7343c9263b75cc358dd1,292459,https://review.opendev.org/292459,ironic,37:42.0,44:44.0,MERGED,Fix important typo in the ipmitool documentation,Fix important typo in the ipmitool documentation,1,4,1,2,1,0,8,48,5.117222222,['doc/source/drivers/ipmitool.rst'],FALSE,[]
openstack%2Fdesignate~master~I38a2e35f58cf7619bee64247d7ac01a50b0dcc58,288588,https://review.opendev.org/288588,designate,50:09.0,43:57.0,MERGED,Do not allow GET /resource.json,Do not allow GET /resource.json,2,5,11,1,1,0,13,31,243.8966667,['designate/api/v2/app.py'],FALSE,[]
openstack%2Fproject-config~master~I45b58942c54f23b71c45f9118e3c68304afd32b0,291371,https://review.opendev.org/291371,project-config,20:12.0,43:49.0,MERGED,Enable heat service in shade jobs,Enable heat service in shade jobs,2,4,5,0,1,0,13,33,97.39361111,['jenkins/jobs/shade.yaml'],FALSE,[]
openstack%2Fkeystone~master~Ibc933ee27bdedc6d00db8c03f436476d95604abc,292542,https://review.opendev.org/292542,keystone,16:01.0,42:46.0,MERGED,Update reported version for Mitaka,Update reported version for Mitaka,2,3,4,4,1,1,9,34,2.445833333,['keystone/version/controllers.py'],FALSE,[]
openstack%2Fshade~master~I949b76b2b306e5161e7ee77d6c588a77ac4c7d87,289538,https://review.opendev.org/289538,shade,50:40.0,37:55.0,MERGED,Bug fix: Do not fail on routers with no ext gw,Bug fix: Do not fail on routers with no ext gw,2,4,32,3,2,0,9,46,168.7875,"['shade/openstackcloud.py', 'shade/tests/unit/test_shade.py']",FALSE,[]
openstack%2Fpython-swiftclient~stable%2Fliberty~I71fc5aad23bc076b06f75888c3ea507feffc7b48,289890,https://review.opendev.org/289890,python-swiftclient,19:58.0,26:30.0,MERGED,Do not reveal auth token in swiftclient log messages by default,Do not reveal auth token in swiftclient log messages by default,1,4,221,12,4,0,13,63,152.1088889,"['swiftclient/client.py', 'swiftclient/shell.py', 'tests/unit/test_swiftclient.py', 'tests/unit/utils.py']",FALSE,[]
openstack%2Fmanila-ui~master~I395a3d4976c6e6f38748cf0709c5d3d9a60e1933,288484,https://review.opendev.org/288484,manila-ui,37:16.0,22:54.0,MERGED,Updated from global requirements,Updated from global requirements,1,4,1,1,1,0,8,32,245.7605556,['requirements.txt'],FALSE,[]
openstack%2Fpython-swiftclient~stable%2Fliberty~Id0d1e36561a61ed1ce30d93c801ec32f058a6fa4,284644,https://review.opendev.org/284644,python-swiftclient,09:31.0,21:27.0,MERGED,Fix the http request headers being overwritten in logging,Fix the http request headers being overwritten in logging,1,4,0,1,1,0,17,57,441.1988889,['swiftclient/client.py'],FALSE,[]
openstack%2Fpython-openstackclient~master~I1ace8f1c4e4efe0a1a8f6710425d73eb5db9e5e1,292284,https://review.opendev.org/292284,python-openstackclient,10:38.0,17:05.0,MERGED,"Support ""--long"" option in ListService","Support ""--long"" option in ListService",1,4,59,10,4,0,8,38,10.1075,"['doc/source/command-objects/compute-service.rst', 'openstackclient/compute/v2/service.py', 'openstackclient/tests/compute/v2/fakes.py', 'openstackclient/tests/compute/v2/test_service.py']",FALSE,[]
openstack%2Fpython-tripleoclient~master~I1a8741b9e00775763911222cbe0af677b59e03a1,290610,https://review.opendev.org/290610,python-tripleoclient,56:58.0,13:21.0,MERGED,Generate a password for Redis and pass it as deployment parameter,Generate a password for Redis and pass it as deployment parameter,3,6,10,3,4,0,40,65,124.2730556,"['tripleoclient/tests/test_utils.py', 'tripleoclient/tests/v1/utils.py', 'tripleoclient/utils.py', 'tripleoclient/v1/overcloud_deploy.py']",FALSE,[]
