change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fopenstack-ansible-os_neutron~master~I22cb6d0cabfdef4eb6177158d1dfb37030025283,494594,https://review.opendev.org/494594,openstack-ansible-os_neutron,57:59.0,36:31.0,MERGED,Re-add the lbaasv2 example to the default vars,Re-add the lbaasv2 example to the default vars.1,2,5,1,0,1.1,0.1,15,46,398.6422222,['defaults/main.yml'],FALSE,[]
openstack%2Fopenstack-ansible~master~If15b24a0cc7b7a6b6d3abeab5899ef90d5c6fe80,499722,https://review.opendev.org/499722,openstack-ansible,52:06.0,33:06.0,MERGED,Remove remaining service_name properties,Remove remaining service_name properties,1,5,0,6,2,0,12,40,60.68333333,"['playbooks/inventory/env.d/cinder.yml', 'playbooks/inventory/env.d/trove.yml']",FALSE,[]
openstack%2Fec2-api~stable%2Fpike~Ic66994eb4900a70bdcb88ddb36c0175d1e8e850e,500327,https://review.opendev.org/500327,ec2-api,33:13.0,11:27.0,MERGED,up version after release,up version after release,1,2,1,1,1,0,6,24,9.637222222,['setup.cfg'],FALSE,[]
openstack%2Fec2-api~master~I3b50bdddfbfeb187511f4d6cf62092ad6160dd46,500276,https://review.opendev.org/500276,ec2-api,01:31.0,11:19.0,MERGED,Updated from global requirements,Updated from global requirements,1,2,1,1,1,0,8,32,17.16333333,['requirements.txt'],FALSE,[]
openstack%2Fopenstack-helm~master~Ie6d7f2b90a8d569663452d00565af2789bbb377e,491652,https://review.opendev.org/491652,openstack-helm,42:53.0,01:36.0,MERGED,Fix some  typos,Fix some  typos,2,10,2,2,2,0,29,15,626.3119444,"['mariadb/templates/etc/_00-base.cnf.tpl', 'tools/gate/funcs/kube.sh']",FALSE,[]
openstack%2Fkuryr-kubernetes~master~I3f95d549e476e54584475d8cb47cf8acad022df1,491668,https://review.opendev.org/491668,kuryr-kubernetes,32:58.0,59:36.0,MERGED,[Trivial] Using Similar Format of path like other places in same Doc,[Trivial] Using Similar Format of path like other places in same Doc,1,7,1,1,1,0,10,68,623.4438889,['doc/source/installation/manual.rst'],FALSE,[]
openstack%2Fkuryr-kubernetes~master~Id3a7620a968ed564d807352489a4eafbb2887275,499472,https://review.opendev.org/499472,kuryr-kubernetes,41:57.0,59:23.0,MERGED,"""Install kuryr-cni a virtualenv""->""Install kuryr-cni in a virtualenv""","""Install kuryr-cni a virtualenv""->""Install kuryr-cni in a virtualenv""",3,7,1,1,0,0,14,69,70.29055556,[],FALSE,[]
openstack%2Fbarbican~master~I26eb7271ab2de82de71e56ce8ce65265ba4e0978,497942,https://review.opendev.org/497942,barbican,54:17.0,10:20.0,MERGED,Ensure module is initialized before being used,Ensure module is initialized before being used,1,5,6,1,1,0,11,46,204.2675,['barbican/common/utils.py'],FALSE,[]
openstack%2Fopenstack-ansible~stable%2Fpike~I6f1180a81b40b000643944e1fdf6862c6f16bc69,499515,https://review.opendev.org/499515,openstack-ansible,22:07.0,06:53.0,MERGED,Declare openSUSE Leap 42.X support as WIP,Declare openSUSE Leap 42.X support as WIP,1,3,20,4,3,0,13,41,65.74611111,"['playbooks/openstack-hosts-setup.yml', 'releasenotes/notes/add-opensuse-support-a8ec3f54188e5f01.yaml', 'tests/roles/bootstrap-host/tasks/check-requirements.yml']",FALSE,['playbooks/openstack-hosts-setup.yml']
openstack%2Fmanila~master~I0727ff47e1132210d1a81734fb4c76eeef0828db,500007,https://review.opendev.org/500007,manila,38:09.0,20:32.0,MERGED,Updated from global requirements,Updated from global requirements,3,11,2,2,1,0,28,32,36.70638889,['requirements.txt'],FALSE,[]
